2011 census qs601ew - economic activity,,,,,,,,,,,,,,,,
ONS Crown Copyright Reserved [from Nomis on 13 April 2013],,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
population,All usual residents aged 16 to 74,,,,,,,,,,,,,,,
units,Persons,,,,,,,,,,,,,,,
date,2011,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Area,All categories: Economic activity,Active: Total,Active: Employee: Part-time,Active: Employee: Full-time,Active: Self-employed with employees: Part-time,Active: Self-employed with employees: Full-time,Active: Self-employed without employees: Part-time,Active: Self-employed without employees: Full-time,Active: Unemployed,Active: Full-time student,Inactive: Total,Inactive: Retired,Inactive: Student (including full-time students),Inactive: Looking after home or family,Inactive: Long-term sick or disabled,Inactive: Other
ualad09:Stevenage,"60,988","46,140","8,729","27,053",140,760,"1,222","3,130","2,925","2,181","14,848","6,749","2,269","2,795","1,998","1,037"
ualad09:Three Rivers,"62,440","46,280","8,425","25,698",331,"1,713","2,419","4,076","1,984","1,634","16,160","7,971","2,830","2,910","1,417","1,032"
ualad09:Watford,"66,285","50,770","8,438","30,477",208,"1,047","1,865","3,774","2,692","2,269","15,515","6,260","3,058","3,030","1,779","1,388"
ualad09:Welwyn Hatfield,"81,514","57,036","9,939","31,315",259,"1,402","1,994","3,941","2,687","5,499","24,478","8,920","8,941","3,283","2,090","1,244"
ualad09:Breckland,"94,176","65,029","13,772","36,350",320,"1,709","2,455","5,015","3,302","2,106","29,147","16,939","2,835","3,987","3,288","2,098"
ualad09:Broadland,"90,305","64,232","15,110","34,180",378,"1,880","2,737","5,312","2,314","2,321","26,073","16,776","2,552","3,116","2,512","1,117"
ualad09:Great Yarmouth,"70,234","46,018","11,433","22,778",217,"1,176","1,430","3,021","4,258","1,705","24,216","12,881","2,526","3,443","3,741","1,625"
ualad09:King`s Lynn and West Norfolk,"106,591","71,704","15,537","38,946",427,"2,254","2,720","5,575","3,901","2,344","34,887","20,888","3,295","4,609","4,334","1,761"
ualad09:North Norfolk,"72,453","45,819","10,606","21,871",364,"1,810","2,671","4,825","2,404","1,268","26,634","17,240","2,002","2,918","2,847","1,627"
ualad09:Norwich,"100,702","68,772","13,516","37,502",219,"1,109","1,986","3,915","5,060","5,465","31,930","10,766","9,613","4,379","4,959","2,213"
ualad09:South Norfolk,"89,337","63,158","14,032","33,553",379,"2,052","3,019","5,477","2,439","2,207","26,179","16,249","2,844","3,450","2,506","1,130"
ualad09:Babergh,"63,075","44,347","9,578","23,434",300,"1,403","2,255","4,065","1,879","1,433","18,728","11,468","2,129","2,671","1,593",867
ualad09:Forest Heath,"44,053","33,115","5,705","20,939",136,766,973,"2,198","1,412",986,"10,938","5,403","1,210","2,074","1,134","1,117"
ualad09:Ipswich,"97,167","71,423","16,071","40,014",239,"1,144","1,768","3,956","5,212","3,019","25,744","11,279","3,736","4,662","4,048","2,019"
ualad09:Mid Suffolk,"70,073","50,607","10,977","27,013",322,"1,638","2,542","4,604","1,789","1,722","19,466","12,193","2,035","2,781","1,568",889
ualad09:St Edmundsbury,"80,968","59,324","12,418","34,373",307,"1,576","2,139","3,947","2,463","2,101","21,644","12,451","2,522","2,761","2,066","1,844"
ualad09:Suffolk Coastal,"88,250","61,006","14,036","31,974",481,"2,007","3,170","4,799","2,394","2,145","27,244","17,161","2,817","3,423","2,328","1,515"
ualad09:Waveney,"81,877","53,460","13,463","26,780",311,"1,401","2,007","3,752","3,724","2,022","28,417","16,590","2,557","3,748","3,747","1,775"
ualad09:Camden,"173,833","118,397","13,727","66,955",800,"4,333","6,542","11,629","7,755","6,656","55,436","11,908","22,734","7,874","7,663","5,257"
ualad09:City of London,"6,307","4,972",360,"3,245",32,281,213,510,187,144,"1,335",580,363,153,116,123
ualad09:Hackney,"187,423","133,883","21,394","68,680",935,"3,056","6,434","12,868","13,207","7,309","53,540","10,441","16,455","9,262","9,788","7,594"
ualad09:Hammersmith and Fulham,"145,552","107,754","11,073","66,703",607,"3,078","4,927","9,252","7,060","5,054","37,798","9,135","11,919","6,645","5,670","4,429"
ualad09:Haringey,"193,062","138,189","21,601","70,472",983,"3,849","8,266","13,715","11,730","7,573","54,873","13,391","15,945","9,604","8,448","7,485"
ualad09:Islington,"165,149","117,488","13,596","69,852",552,"3,196","4,834","10,295","8,960","6,203","47,661","10,204","16,458","6,611","8,707","5,681"
ualad09:Kensington and Chelsea,"126,080","87,517","8,583","51,211",808,"4,604","5,215","8,777","5,433","2,886","38,563","10,119","11,031","7,740","4,503","5,170"
ualad09:Lambeth,"237,730","183,190","22,530","110,465",861,"3,860","7,225","14,882","14,255","9,112","54,540","13,265","16,062","8,411","9,068","7,734"
ualad09:Lewisham,"206,255","151,793","24,079","82,776",813,"3,293","6,286","11,658","12,776","10,112","54,462","15,088","15,018","9,179","8,779","6,398"
ualad09:Newham,"228,958","153,761","26,408","70,712","1,256","3,537","6,035","10,914","15,734","19,165","75,197","13,211","24,959","16,510","9,728","10,789"
ualad09:Southwark,"224,551","163,859","22,225","94,675",762,"3,513","6,036","12,075","13,484","11,089","60,692","12,940","22,256","8,438","9,653","7,405"
ualad09:Tower Hamlets,"196,552","137,233","18,852","78,031",906,"2,450","4,116","8,864","13,259","10,755","59,319","9,262","19,407","13,809","8,893","7,948"
ualad09:Wandsworth,"243,533","189,789","18,968","123,965",881,"5,239","7,883","15,532","9,311","8,010","53,744","15,140","14,599","10,424","7,027","6,554"
ualad09:Westminster,"175,505","120,418","12,606","72,899",996,"4,942","5,520","10,568","7,941","4,946","55,087","12,010","17,835","9,521","8,492","7,229"
ualad09:Barking and Dagenham,"127,568","86,404","15,608","44,490",506,"1,883","3,009","6,023","9,367","5,518","41,164","10,995","9,485","9,476","6,459","4,749"
ualad09:Barnet,"258,443","184,483","30,478","93,174","1,681","7,842","11,843","18,924","11,476","9,065","73,960","22,967","21,112","14,277","7,885","7,719"
ualad09:Bexley,"165,914","118,864","23,072","66,838",532,"2,688","3,648","9,508","7,245","5,333","47,050","21,839","9,177","7,696","4,943","3,395"
ualad09:Brent,"233,726","163,991","25,702","83,772","1,429","5,185","8,070","15,320","13,535","10,978","69,735","18,619","19,919","13,035","9,119","9,043"
ualad09:Bromley,"222,539","161,282","29,012","91,506",967,"4,844","7,039","13,740","8,668","5,506","61,257","29,656","10,635","10,614","6,057","4,295"
ualad09:Croydon,"263,048","190,308","33,112","105,621","1,082","4,685","7,169","14,084","14,512","10,043","72,740","26,079","16,641","13,265","9,272","7,483"
ualad09:Ealing,"252,764","180,615","25,882","100,465","1,191","4,847","8,810","16,305","13,158","9,957","72,149","20,905","18,771","14,552","9,134","8,787"
ualad09:Enfield,"224,024","153,334","29,134","77,326","1,368","4,702","6,993","12,078","13,192","8,541","70,690","22,062","17,187","13,464","9,242","8,735"
ualad09:Greenwich,"186,722","132,073","20,697","71,844",702,"3,175","4,687","9,741","11,518","9,709","54,649","15,695","13,957","9,577","8,621","6,799"
ualad09:Harrow,"174,751","123,307","21,423","65,492",985,"4,474","5,717","10,943","7,854","6,419","51,444","18,189","13,417","9,580","5,105","5,153"
ualad09:Havering,"171,128","121,642","23,479","67,989",659,"3,094","4,096","10,129","7,627","4,569","49,486","24,404","7,944","8,374","5,407","3,357"
ualad09:Hillingdon,"199,926","141,542","23,706","80,835",729,"3,402","4,704","9,812","8,693","9,661","58,384","20,310","16,788","10,311","5,886","5,089"
ualad09:Hounslow,"190,157","137,867","20,588","79,763",878,"3,451","5,500","10,562","8,815","8,310","52,290","15,843","12,769","11,167","6,502","6,009"
ualad09:Kingston upon Thames,"119,673","87,348","13,588","49,530",524,"2,357","3,961","7,166","3,850","6,372","32,325","11,281","10,305","5,616","2,664","2,459"
ualad09:Merton,"149,598","112,038","16,484","65,877",659,"3,091","5,072","9,721","6,072","5,062","37,560","12,903","9,150","7,912","3,741","3,854"
ualad09:Redbridge,"199,544","137,776","23,948","71,627","1,188","4,843","6,144","11,262","10,590","8,174","61,768","19,026","16,199","13,137","6,548","6,858"
ualad09:Richmond upon Thames,"137,779","104,090","14,207","61,511",648,"3,632","6,240","9,947","4,153","3,752","33,689","13,794","7,383","6,979","2,802","2,731"
ualad09:Sutton,"138,710","103,995","18,502","60,111",600,"2,635","3,981","8,603","5,429","4,134","34,715","15,461","6,454","6,238","3,904","2,658"
ualad09:Waltham Forest,"190,978","135,015","21,889","69,385","1,033","3,371","6,509","12,777","11,654","8,397","55,963","15,335","15,209","11,429","7,166","6,824"
ualad09:Bracknell Forest,"83,116","65,137","11,066","40,762",225,"1,249","2,112","4,581","2,808","2,334","17,979","8,496","3,007","3,450","1,770","1,256"
ualad09:Brighton and Hove,"210,792","150,853","27,492","75,999",884,"4,191","7,985","14,181","7,818","12,303","59,939","19,625","20,567","7,249","8,813","3,685"
ualad09:Isle of Wight,"99,747","64,218","15,728","30,353",476,"2,111","3,293","5,673","4,386","2,198","35,529","20,478","3,661","3,933","4,504","2,953"
ualad09:Medway,"194,158","137,954","27,137","77,912",543,"2,731","3,692","9,910","9,469","6,560","56,204","24,738","9,912","10,105","7,334","4,115"
ualad09:Milton Keynes,"181,385","137,717","23,644","84,004",537,"2,598","3,938","8,658","8,640","5,698","43,668","18,654","7,143","8,338","5,810","3,723"
ualad09:Portsmouth,"153,705","105,834","20,626","57,743",376,"2,016","2,483","6,676","6,536","9,378","47,871","16,385","16,380","6,297","5,813","2,996"
ualad09:Reading,"116,808","86,329","13,883","52,054",238,"1,388","2,283","5,329","5,329","5,825","30,479","10,001","9,297","5,334","3,227","2,620"
ualad09:Slough,"100,458","73,819","11,886","43,610",388,"1,398","2,494","4,646","5,440","3,957","26,639","7,517","5,813","6,555","3,388","3,366"
ualad09:Southampton,"180,201","123,193","22,856","68,082",450,"2,027","2,965","7,522","7,631","11,660","57,008","17,775","20,857","7,449","7,330","3,597"
ualad09:West Berkshire,"112,054","85,401","15,567","51,084",369,"2,286","3,416","6,620","3,279","2,780","26,653","14,094","3,799","4,769","2,420","1,571"
ualad09:Windsor and Maidenhead,"104,247","77,650","12,727","46,337",464,"2,280","3,685","6,474","3,292","2,391","26,597","13,366","4,598","5,016","1,834","1,783"
ualad09:Wokingham,"112,273","84,912","15,282","51,260",385,"2,052","3,403","6,241","2,958","3,331","27,361","14,976","4,441","4,799","1,742","1,403"
ualad09:Aylesbury Vale,"126,740","95,242","17,751","54,696",532,"2,712","4,222","8,065","3,869","3,395","31,498","15,684","5,151","5,375","2,821","2,467"
ualad09:Chiltern,"65,043","46,743","8,854","24,978",325,"1,846","3,039","4,376","1,728","1,597","18,300","10,038","2,715","3,303","1,227","1,017"
ualad09:South Bucks,"47,802","34,581","5,643","19,666",294,"1,642","1,772","3,142","1,267","1,155","13,221","6,914","2,142","2,429",878,858
ualad09:Wycombe,"124,188","91,315","16,001","51,724",546,"2,349","4,506","7,707","4,023","4,459","32,873","15,713","6,331","6,138","2,434","2,257"
ualad09:Eastbourne,"70,473","47,926","10,395","24,700",249,"1,157","1,893","3,948","2,874","2,710","22,547","11,829","3,632","2,645","3,192","1,249"
ualad09:Hastings,"66,036","44,759","9,770","22,094",207,"1,089","1,977","4,119","3,621","1,882","21,277","9,469","2,699","3,112","4,370","1,627"
ualad09:Lewes,"69,269","48,194","10,626","23,792",310,"1,535","2,892","4,874","2,319","1,846","21,075","12,184","2,545","2,676","2,448","1,222"
ualad09:Rother,"62,861","39,859","8,685","18,498",364,"1,587","2,633","4,737","2,019","1,336","23,002","14,163","2,386","2,728","2,551","1,174"
ualad09:Wealden,"105,879","74,214","15,676","36,449",577,"2,955","4,819","8,322","2,670","2,746","31,665","19,091","3,617","4,504","2,827","1,626"
ualad09:Basingstoke and Deane,"123,243","94,800","16,506","59,049",323,"1,890","3,130","6,449","3,999","3,454","28,443","15,461","3,345","4,920","2,998","1,719"
ualad09:East Hampshire,"83,522","60,953","11,975","33,561",368,"1,899","3,203","5,604","2,133","2,210","22,569","12,787","3,261","3,551","1,911","1,059"
ualad09:Eastleigh,"91,582","69,033","14,551","40,104",292,"1,524","2,284","4,784","2,768","2,726","22,549","12,922","2,877","3,260","2,358","1,132"
ualad09:Fareham,"81,198","59,063","12,324","34,450",289,"1,282","2,079","3,911","2,117","2,611","22,135","14,078","2,730","2,594","1,772",961
ualad09:Gosport,"59,499","42,981","8,592","25,813",112,654,"1,155","2,535","2,520","1,600","16,518","8,650","2,157","2,582","2,141",988
ualad09:Hart,"66,087","49,875","9,156","29,935",239,"1,289","2,135","3,831","1,570","1,720","16,212","9,425","2,173","2,905",891,818
ualad09:Havant,"86,247","59,601","13,080","32,329",257,"1,434","1,996","4,576","3,444","2,485","26,646","14,894","2,947","3,824","3,586","1,395"
ualad09:New Forest,"124,798","86,776","19,709","45,549",594,"2,655","4,346","7,400","3,288","3,235","38,022","24,595","3,425","4,728","3,528","1,746"
ualad09:Rushmoor,"69,652","54,145","9,362","34,397",158,855,"1,319","3,220","2,593","2,241","15,507","6,814","2,640","2,776","1,865","1,412"
ualad09:Test Valley,"84,652","62,141","12,473","36,237",300,"1,708","2,586","4,479","2,133","2,225","22,511","13,087","2,837","3,417","2,047","1,123"
ualad09:Winchester,"84,495","60,029","11,434","32,339",399,"2,119","3,055","4,729","1,943","4,011","24,466","12,223","5,665","3,310","1,882","1,386"
ualad09:Ashford,"84,252","61,189","12,334","33,223",307,"1,781","2,598","5,316","3,058","2,572","23,063","12,141","2,771","4,114","2,626","1,411"
ualad09:Canterbury,"111,867","71,322","14,268","34,938",383,"1,993","2,925","5,486","3,410","7,919","40,545","16,830","13,955","4,037","3,717","2,006"
ualad09:Dartford,"70,488","53,184","9,765","31,440",212,"1,255","1,528","3,920","3,099","1,965","17,304","8,359","2,468","3,131","2,098","1,248"
ualad09:Dover,"80,786","54,478","11,864","29,124",325,"1,560","2,159","3,887","3,607","1,952","26,308","14,215","3,208","3,578","3,596","1,711"
ualad09:Gravesham,"73,191","51,903","10,560","28,617",258,"1,363","1,608","3,723","3,714","2,060","21,288","9,904","3,057","3,866","2,792","1,669"
ualad09:Maidstone,"113,231","82,528","16,283","46,737",441,"2,294","3,322","6,700","3,848","2,903","30,703","16,310","4,079","5,095","3,098","2,121"
ualad09:Sevenoaks,"82,098","58,707","11,527","31,826",411,"2,147","3,160","5,462","2,332","1,842","23,391","12,531","3,353","4,448","1,786","1,273"
ualad09:Shepway,"77,938","52,387","11,151","27,386",308,"1,441","1,979","4,269","3,576","2,277","25,551","13,794","2,869","3,486","3,785","1,617"
ualad09:Swale,"98,607","67,913","13,844","37,613",340,"1,797","2,245","5,316","4,538","2,220","30,694","14,903","3,660","5,110","4,380","2,641"
ualad09:Thanet,"94,452","61,272","13,626","29,937",341,"1,702","2,466","5,047","5,358","2,795","33,180","17,231","4,016","4,632","5,273","2,028"
ualad09:Tonbridge and Malling,"86,435","63,039","12,690","35,663",331,"1,725","2,668","5,044","2,580","2,338","23,396","12,531","3,426","4,073","2,123","1,243"
ualad09:Tunbridge Wells,"82,052","59,986","11,265","33,121",391,"2,077","3,240","5,430","2,421","2,041","22,066","10,378","3,905","4,191","2,197","1,395"
ualad09:Cherwell,"103,269","78,160","15,063","46,827",350,"1,845","2,869","5,598","2,936","2,672","25,109","12,694","3,560","3,950","2,539","2,366"
ualad09:Oxford,"118,437","74,923","12,360","42,867",307,"1,319","2,646","3,954","3,801","7,669","43,514","8,346","25,539","4,204","3,129","2,296"
ualad09:South Oxfordshire,"96,892","72,820","13,591","41,976",432,"2,343","3,833","6,030","2,446","2,169","24,072","13,471","3,378","3,848","1,809","1,566"
ualad09:Vale of White Horse,"87,477","65,710","12,547","39,197",324,"1,815","2,613","4,689","2,190","2,335","21,767","12,150","3,400","3,374","1,682","1,161"
ualad09:West Oxfordshire,"76,163","58,506","10,889","34,599",329,"1,814","2,680","4,629","1,730","1,836","17,657","10,418","2,302","2,596","1,394",947
ualad09:Elmbridge,"92,027","67,522","10,910","38,467",486,"2,641","4,132","6,306","2,457","2,123","24,505","11,239","4,136","5,852","1,636","1,642"
ualad09:Epsom and Ewell,"54,170","39,844","7,401","22,696",231,"1,129","1,736","3,256","1,480","1,915","14,326","7,280","2,785","2,269","1,127",865
ualad09:Guildford,"102,054","73,649","12,432","41,942",394,"2,112","3,434","5,586","2,750","4,999","28,405","11,556","8,681","4,517","1,931","1,720"
ualad09:Mole Valley,"60,778","44,170","8,418","23,808",287,"1,579","2,747","4,330","1,529","1,472","16,608","9,519","2,324","2,657","1,277",831
ualad09:Reigate and Banstead,"99,173","74,614","13,429","43,619",437,"2,206","3,292","6,248","2,892","2,491","24,559","12,278","3,508","4,354","2,299","2,120"
ualad09:Runnymede,"59,793","42,816","7,221","24,716",221,"1,077","1,702","3,384","1,630","2,865","16,977","7,091","5,476","2,354","1,135",921
ualad09:Spelthorne,"69,916","52,767","9,279","32,475",230,"1,112","1,907","3,762","2,277","1,725","17,149","9,289","2,260","2,724","1,586","1,290"
ualad09:Surrey Heath,"62,565","47,016","8,500","27,645",242,"1,335","2,081","3,697","1,731","1,785","15,549","8,441","2,185","2,727","1,059","1,137"
ualad09:Tandridge,"59,457","43,692","8,047","24,205",331,"1,584","2,356","4,199","1,645","1,325","15,765","8,390","2,581","2,554","1,308",932
ualad09:Waverley,"85,617","61,649","11,669","33,014",453,"2,358","3,764","5,859","2,068","2,464","23,968","12,260","4,402","4,238","1,760","1,308"
ualad09:Woking,"71,722","54,052","8,977","32,336",288,"1,344","2,400","4,231","2,313","2,163","17,670","8,242","2,559","3,954","1,626","1,289"
ualad09:Adur,"43,860","31,054","7,034","16,445",172,730,"1,375","2,726","1,466","1,106","12,806","7,375","1,450","1,713","1,593",675
ualad09:Arun,"106,071","71,573","15,734","37,607",439,"1,988","3,352","6,065","3,538","2,850","34,498","21,665","3,294","3,902","3,731","1,906"
ualad09:Chichester,"81,037","56,102","11,384","27,847",390,"2,232","3,520","5,632","2,267","2,830","24,935","14,773","3,590","3,395","1,944","1,233"
ualad09:Crawley,"77,348","59,495","11,129","36,489",205,960,"1,431","3,423","3,490","2,368","17,853","7,333","2,586","3,796","2,480","1,658"
ualad09:Horsham,"94,318","69,240","13,926","38,028",425,"2,134","3,685","5,967","2,557","2,518","25,078","14,601","3,291","3,949","2,030","1,207"
ualad09:Mid Sussex,"100,252","75,025","15,173","42,302",404,"2,095","3,644","6,323","2,435","2,649","25,227","14,203","3,568","4,038","2,050","1,368"
ualad09:Worthing,"74,338","53,630","11,186","29,536",239,"1,235","2,272","4,236","2,578","2,348","20,708","11,426","2,277","2,722","3,087","1,196"
ualad09:Bath and North East Somerset,"130,550","89,752","18,818","46,367",526,"2,506","4,158","7,116","3,548","6,713","40,798","17,896","13,209","4,289","3,610","1,794"
ualad09:Bournemouth,"137,574","96,017","18,289","51,149",513,"2,374","3,646","7,433","5,262","7,351","41,557","16,837","11,098","4,887","6,176","2,559"
"ualad09:Bristol, City of","321,506","227,119","42,980","127,829",909,"4,352","7,308","14,537","13,817","15,387","94,387","31,534","28,932","12,556","13,973","7,392"
ualad09:Cornwall,"388,858","259,484","59,778","123,195","1,967","10,229","14,046","26,771","12,694","10,804","129,374","73,605","16,726","15,517","16,980","6,546"
ualad09:Isles of Scilly,"1,622","1,331",220,653,17,124,82,210,18,7,291,209,13,26,14,29
ualad09:North Somerset,"145,352","102,607","23,117","55,596",527,"2,957","4,172","7,770","4,350","4,118","42,745","25,366","4,591","5,082","5,607","2,099"
ualad09:Plymouth,"191,786","127,742","28,356","69,234",529,"2,429","3,245","6,913","8,136","8,900","64,044","27,019","16,060","7,482","10,042","3,441"
ualad09:Poole,"106,391","75,720","16,215","42,040",427,"1,951","2,950","5,560","3,413","3,164","30,671","17,178","4,008","4,338","3,486","1,661"
ualad09:South Gloucestershire,"192,468","143,198","31,453","82,489",584,"3,131","4,158","9,274","5,354","6,755","49,270","27,390","7,885","6,244","4,872","2,879"
ualad09:Swindon,"154,080","117,039","22,137","71,912",329,"2,027","2,891","6,814","6,518","4,411","37,041","17,868","4,895","6,301","5,271","2,706"
ualad09:Torbay,"94,000","61,795","14,782","29,537",421,"1,999","2,683","5,644","4,275","2,454","32,205","18,416","3,032","3,624","5,454","1,679"
ualad09:Wiltshire,"339,595","250,792","50,806","143,218","1,269","6,965","10,635","19,233","9,999","8,667","88,803","49,893","11,119","13,554","9,102","5,135"
ualad09:East Devon,"92,782","62,455","14,837","30,193",513,"2,626","3,614","6,295","2,270","2,107","30,327","20,750","2,719","3,038","2,617","1,203"
ualad09:Exeter,"89,544","60,870","13,348","33,015",218,"1,172","1,878","3,502","2,739","4,998","28,674","9,976","11,484","2,634","3,127","1,453"
ualad09:Mid Devon,"55,847","40,218","8,789","20,163",292,"1,584","2,174","4,512","1,513","1,191","15,629","9,194","1,775","2,072","1,739",849
ualad09:North Devon,"67,507","47,119","11,045","22,505",363,"1,883","2,409","5,177","2,052","1,685","20,388","12,257","2,023","2,584","2,477","1,047"
ualad09:South Hams,"60,617","41,639","9,180","18,979",403,"1,969","3,196","5,008","1,422","1,482","18,978","12,247","1,974","1,968","1,868",921
ualad09:Teignbridge,"89,471","61,845","14,300","30,983",460,"2,269","3,259","5,837","2,477","2,260","27,626","17,009","2,694","2,944","3,182","1,797"
ualad09:Torridge,"46,510","31,158","7,250","13,948",261,"1,455","1,856","3,922","1,586",880,"15,352","9,527","1,428","1,796","1,879",722
ualad09:West Devon,"38,941","26,543","5,918","12,110",228,"1,188","1,740","3,289","1,197",873,"12,398","7,630","1,272","1,338","1,333",825
ualad09:Christchurch,"32,645","21,420","5,102","10,786",155,659,"1,072","1,857","1,007",782,"11,225","7,490","1,067","1,159","1,054",455
ualad09:East Dorset,"61,047","41,576","9,661","21,297",290,"1,361","2,168","3,826","1,309","1,664","19,471","13,495","1,617","2,239","1,354",766
ualad09:North Dorset,"49,140","34,878","7,183","18,705",242,"1,184","1,838","3,462","1,301",963,"14,262","8,374","1,896","1,817","1,302",873
ualad09:Purbeck,"32,379","22,400","5,222","11,568",171,752,"1,102","1,928",899,758,"9,979","6,493",909,"1,131",952,494
ualad09:West Dorset,"70,359","47,566","10,923","23,139",387,"1,924","3,035","4,904","1,616","1,638","22,793","14,917","2,363","2,415","2,063","1,035"
ualad09:Weymouth and Portland,"47,871","32,103","8,174","16,457",157,867,"1,119","2,272","1,854","1,203","15,768","8,694","1,484","1,795","2,355","1,440"
ualad09:Cheltenham,"86,090","62,763","11,506","36,092",277,"1,395","2,339","4,229","2,878","4,047","23,327","10,916","5,402","3,049","2,583","1,377"
ualad09:Cotswold,"60,075","43,206","8,703","21,933",350,"1,926","2,779","4,612","1,491","1,412","16,869","9,762","2,666","2,321","1,290",830
ualad09:Forest of Dean,"60,341","41,490","9,008","21,356",242,"1,402","1,949","3,877","2,084","1,572","18,851","10,701","2,640","2,327","2,244",939
ualad09:Gloucester,"88,942","65,740","14,303","38,442",217,"1,095","1,454","3,479","3,791","2,959","23,202","10,726","3,705","3,522","3,517","1,732"
ualad09:Stroud,"81,955","59,980","12,899","31,910",370,"1,919","3,276","5,215","2,306","2,085","21,975","12,806","2,929","2,866","2,275","1,099"
ualad09:Tewkesbury,"59,685","43,454","9,008","24,881",229,"1,239","1,805","3,184","1,682","1,426","16,231","10,057","1,772","2,155","1,417",830
ualad09:Mendip,"78,653","56,462","12,726","28,252",391,"1,959","3,275","5,569","2,297","1,993","22,191","12,049","3,333","2,934","2,594","1,281"
ualad09:Sedgemoor,"82,903","57,966","13,097","30,108",311,"1,846","2,445","4,944","2,972","2,243","24,937","14,122","2,793","3,357","3,299","1,366"
ualad09:South Somerset,"115,790","82,390","18,305","44,645",430,"2,452","3,630","7,036","3,170","2,722","33,400","20,745","3,418","4,125","3,539","1,573"
ualad09:Taunton Deane,"78,921","56,832","12,872","30,983",290,"1,546","2,232","4,357","2,223","2,329","22,089","12,292","3,124","2,675","2,838","1,160"
ualad09:West Somerset,"24,918","16,118","3,626","7,290",139,742,"1,123","2,065",688,445,"8,800","5,764",754,844,"1,047",391
ualad09:Anglesey,"50,818","33,023","6,949","17,274",247,"1,134","1,157","2,662","2,381","1,219","17,795","10,150","2,266","1,891","2,592",896
ualad09:Gwynedd,"88,913","57,995","12,300","27,834",373,"2,464","2,326","5,766","3,176","3,756","30,918","14,561","7,814","3,062","3,867","1,614"
ualad09:Conwy,"81,906","53,792","12,398","26,697",346,"2,077","1,948","4,773","3,362","2,191","28,114","16,178","3,453","2,684","4,363","1,436"
ualad09:Denbighshire,"67,676","44,409","9,696","23,121",265,"1,587","1,518","3,601","2,857","1,764","23,267","12,487","3,239","2,314","4,088","1,139"
ualad09:Flintshire,"112,325","78,957","16,875","45,785",372,"1,844","2,052","4,611","4,332","3,086","33,368","18,839","4,240","3,858","4,829","1,602"
ualad09:Wrexham,"98,691","68,413","14,567","39,011",316,"1,740","1,692","3,797","4,128","3,162","30,278","14,983","4,409","3,799","5,269","1,818"
ualad09:Powys,"96,069","66,846","13,955","31,210",482,"3,109","3,399","9,715","2,928","2,048","29,223","17,283","3,539","3,036","3,926","1,439"
ualad09:Ceredigion,"57,405","35,064","6,612","15,161",218,"1,587","1,776","4,677","1,469","3,564","22,341","9,550","7,835","1,610","2,521",825
ualad09:Pembrokeshire,"88,049","58,120","13,507","27,231",449,"2,675","2,652","6,087","3,555","1,964","29,929","16,505","3,311","3,766","4,693","1,654"
ualad09:Carmarthenshire,"132,930","86,217","18,475","44,839",498,"2,952","2,955","8,237","4,962","3,299","46,713","24,097","5,992","5,007","9,055","2,562"
ualad09:Swansea,"176,971","111,460","25,141","59,606",558,"2,708","2,858","5,542","6,831","8,216","65,511","27,684","15,342","6,565","12,146","3,774"
ualad09:Neath Port Talbot,"102,986","64,110","14,335","36,977",268,"1,257","1,368","3,015","4,630","2,260","38,876","17,837","4,397","4,446","9,839","2,357"
ualad09:Bridgend,"102,805","66,449","14,633","38,066",272,"1,495","1,556","3,411","4,687","2,329","36,356","17,204","4,228","3,986","7,899","3,039"
ualad09:The Vale of Glamorgan,"91,816","63,384","13,657","34,955",375,"2,039","2,101","4,016","3,956","2,285","28,432","14,912","4,235","3,362","4,414","1,509"
ualad09:Cardiff,"260,268","174,753","32,468","97,170",750,"3,901","4,622","9,044","11,566","15,232","85,515","27,061","28,383","10,403","13,477","6,191"
"ualad09:Rhondda, Cynon, Taff","172,047","108,730","23,068","61,225",402,"2,423","2,181","6,027","8,104","5,300","63,317","27,595","9,914","7,007","14,854","3,947"
ualad09:Merthyr Tydfil,"43,377","27,833","5,913","15,882",111,592,501,"1,286","2,481","1,067","15,544","6,690","2,078","1,678","4,107",991
ualad09:Caerphilly,"130,950","84,932","17,292","50,160",342,"1,842","1,657","4,061","6,731","2,847","46,018","21,032","5,869","5,645","10,731","2,741"
ualad09:Blaenau Gwent,"51,809","32,145","6,763","18,147",132,586,522,"1,366","3,557","1,072","19,664","8,709","2,245","2,312","4,995","1,403"
ualad09:Torfaen,"66,107","43,820","9,535","25,574",177,854,793,"2,032","3,163","1,692","22,287","11,115","2,662","2,897","4,410","1,203"
ualad09:Monmouthshire,"66,107","45,272","9,352","24,246",293,"1,648","2,001","4,014","2,217","1,501","20,835","11,640","2,838","2,426","2,646","1,285"
ualad09:Newport,"105,141","71,011","15,531","39,177",318,"1,593","1,615","3,368","5,616","3,793","34,130","15,389","5,591","4,642","6,039","2,469"
